STATIONS_ID; MESS_DATUM_BEGINN; MESS_DATUM_ENDE; QUALITAETS_NIVEAU; ART; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR;LUFTTEMPERATUR_MINIMUM;WINDSTAERKE;BEDECKUNGSGRAD; SONNENSCHEINDAUER; NIEDERSCHLAGSHOEHE; max(LUFTTEMPERATUR_MAXIMUM);min(LUFTTEMPERATUR_MINIMUM);max(WINDSPITZE_MAXIMUM); max(NIEDERSCHLAGSHOEHE);eor
  1691;19780201;19780228;   5;   1;    2.5;  -0.4;   -3.2;    1.80;  6.32;  60.0;    17.3;  15.6; -14.00;  11.8;    3.1;eor
  1691;19780301;19780331;   5;   1;    9.8;   6.1;    3.0;    2.30;  6.48;  65.9;    57.6;  19.4;  -1.60;  20.1;    8.3;eor
  1691;19780401;19780430;   5;   1;   12.5;   7.5;    2.5;    1.50;  4.64; 181.4;    26.1;  19.8;  -3.40;  12.7;   10.7;eor
  1691;19780501;19780531;   5;   1;   17.1;  12.0;    7.2;    1.30;  5.60; 164.2;    63.7;  26.4;  -1.20;  12.0;   20.1;eor
  1691;19780601;19780630;   5;   1;   20.4;  15.1;   10.5;    1.70;  5.84; 168.4;    54.8;  28.9;   4.40;  17.0;   14.6;eor
  1691;19780701;19780731;   5;   1;   20.7;  15.5;   11.1;    1.50;  5.52; 158.5;    57.0;  30.3;   6.00;  13.4;   18.5;eor
  1691;19780801;19780831;   5;   1;   20.4;  15.4;   11.6;    1.50;  5.92; 152.8;    81.9;  27.8;   5.20;  17.0;   17.9;eor
  1691;19780901;19780930;   5;   1;   16.5;  12.4;    9.5;    2.00;  6.08;  80.1;   102.8;  23.3;   5.60;  18.5;   30.3;eor
  1691;19781001;19781031;   5;   1;   14.1;   9.8;    6.6;    1.40;  6.00;  82.4;    15.4;  24.2;   1.60;  13.6;    4.2;eor
  1691;19781101;19781130;   5;   1;    7.0;   4.7;    2.5;    1.90;  6.00;  56.8;     6.4;  11.3;  -5.80;  14.9;    1.3;eor
  1691;19781201;19781231;   5;   1;    3.5;   0.8;   -1.6;    1.80;  6.64;  24.3;    97.9;  10.9; -18.80;  15.4;   19.2;eor
  1691;19790101;19790131;   5;   1;   -1.8;  -3.9;   -6.3;    1.70;  6.40;  32.0;    40.2;   4.3; -19.70;  15.2;    9.0;eor
  1691;19790201;19790228;   5;   1;    1.3;  -2.0;   -5.1;    1.30;  6.32;  55.3;    42.6;   5.9; -11.20;  18.5;   12.7;eor
  1691;19790301;19790331;   5;   1;    7.2;   4.1;    1.5;    2.10;  6.24;  73.7;    77.2;  14.0;  -3.00;  19.6;   13.0;eor
  1691;19790401;19790430;   5;   1;   11.5;   7.2;    3.2;    1.60;  5.84; 104.5;    53.9;  20.0;  -0.60;  18.3;   15.9;eor
  1691;19790501;19790531;   5;   1;   18.4;  12.8;    7.3;    1.60;  4.80; 222.9;    47.3;  29.8;  -0.90;  23.9;   11.0;eor
  1691;19790601;19790630;   5;   1;   22.0;  16.8;   12.2;    1.30;  5.76; 175.5;    78.5;  31.3;   8.30;  15.4;   30.6;eor
  1691;19790701;19790731;   5;   1;   20.2;  15.7;   11.6;    1.60;  6.56; 112.5;    52.2;  26.5;   7.10;  18.7;   12.6;eor
  1691;19790801;19790831;   5;   1;   21.2;  15.4;   11.0;    1.10;  6.00; 147.5;    61.8;  27.2;   8.00;  14.6;   19.2;eor
  1691;19790901;19790930;   5;   1;   19.4;  13.5;    9.1;    1.30;  5.04; 145.5;    18.2;  28.5;   0.50;  14.4;    7.3;eor
  1691;19791001;19791031;   5;   1;   15.1;   9.3;    4.7;    1.20;  4.24; 158.2;    11.3;  25.0;  -2.10;  24.2;    5.9;eor
  1691;19791101;19791130;   5;   1;    6.8;   4.1;    1.8;    1.70;  6.16;  40.6;    66.9;  13.0;  -4.00;  25.2;   22.2;eor
  1691;19791201;19791231;   5;   1;    6.9;   4.8;    2.8;    2.20;  6.80;  19.8;    76.0;  12.5;  -2.70;  21.1;   13.4;eor
  1691;19800101;19800131;   5;   1;    0.4;  -1.8;   -4.5;    1.40;  5.92;  28.6;    25.4;   9.0; -12.80;  20.1;    7.4;eor
  1691;19800201;19800229;   5;   1;    7.0;   3.1;    0.2;    1.40;  5.04;  74.7;    42.1;  11.6;  -4.00;  16.0;   12.8;eor
  1691;19800301;19800331;   5;   1;    7.7;   4.1;    1.0;    1.90;  6.08;  74.1;    32.5;  17.7;  -6.20;  20.3;    7.6;eor
  1691;19800401;19800430;   5;   1;   11.8;   6.9;    2.4;    1.80;  5.28; 136.5;    70.1;  22.6;  -2.60;  23.2;   13.5;eor
  1691;19800501;19800531;   5;   1;   17.0;  11.2;    5.2;    1.50;  4.00; 257.0;    48.7;  23.4;  -1.00;  14.0;   14.6;eor
  1691;19800601;19800630;   5;   1;   19.9;  15.0;   10.7;    1.50;  5.68; 157.2;   111.0;  31.0;   5.20;  17.5;   31.7;eor
  1691;19800701;19800731;   5;   1;   20.1;  15.6;   11.8;    1.50;  5.76; 129.8;   111.7;  27.8;   6.50;  13.9;   30.6;eor
  1691;19800801;19800831;   5;   1;   22.8;  17.0;   12.1;    1.40;  4.96; 190.0;    49.6;  29.8;   4.00;  16.2;   12.3;eor
  1691;19800901;19800930;   5;   1;   20.3;  14.4;   10.1;    1.30;  4.64; 155.0;    58.5;  27.5;   4.90;  19.1;   15.3;eor
  1691;19801001;19801031;   5;   1;   12.2;   8.4;    5.4;    1.80;  6.08;  74.3;    35.2;  19.1;   0.00;  17.6;    9.7;eor
  1691;19801101;19801130;   5;   1;    5.8;   3.7;    1.8;    2.10;  6.72;  44.6;    49.8;  14.2;  -4.80;  17.5;    9.9;eor
  1691;19801201;19801231;   5;   1;    3.8;   1.8;   -0.4;    2.20;  6.80;  35.4;    42.4;  11.5;  -9.70;  17.6;    7.6;eor
  1691;19810101;19810131;  10;   1;    2.0;  -0.7;   -3.5;    1.90;  5.76;  56.0;    90.3;   9.2; -11.60;  20.6;   14.5;eor
  1691;19810201;19810228;  10;   1;    2.9;   0.0;   -2.6;    1.40;  5.92;  53.9;    25.4;   8.1;  -8.80;  20.6;    7.1;eor
  1691;19810301;19810331;  10;   1;   11.5;   7.7;    4.5;    1.90;  6.80;  72.9;   126.0;  19.1;  -3.00;  19.1;   30.3;eor
  1691;19810401;19810430;  10;   1;   13.3;   8.2;    3.4;    1.50;  4.48; 160.6;    30.7;  22.5;  -3.90;  12.4;    8.2;eor
  1691;19810501;19810531;  10;   1;   19.5;  13.8;    8.6;    1.60;  5.84; 194.8;   101.5;  27.8;  -0.20;  14.1;   25.2;eor
  1691;19810601;19810630;  10;   1;   20.4;  15.4;   11.2;    1.70;  6.00; 133.8;   165.3;  31.0;   4.60;  17.0;   70.2;eor
  1691;19810701;19810731;  10;   1;   20.9;  16.6;   12.6;    1.50;  5.84; 121.8;    63.4;  29.8;   6.30;  12.4;   12.7;eor
  1691;19810801;19810831;  10;   1;   21.5;  16.4;   12.4;    1.10;  5.28; 140.3;   101.1;  31.3;   6.30;  12.4;   43.0;eor
  1691;19810901;19810930;  10;   1;   20.0;  14.0;    9.5;    1.10;  4.64; 151.5;    98.0;  24.6;   5.40;  15.0;   27.9;eor
  1691;19811001;19811031;  10;   1;   12.0;   8.4;    5.4;    1.80;  6.24;  69.6;    58.0;  21.2;  -0.80;  20.2;    6.6;eor
  1691;19811101;19811130;  10;   1;    8.1;   5.3;    2.6;    1.90;  6.32;  50.0;    92.6;  15.1;  -4.10;  21.6;   13.7;eor
  1691;19811201;19811231;  10;   1;    0.2;  -1.9;   -4.3;    1.40;  7.04;  14.8;    90.6;   7.6; -15.60;  13.9;   13.8;eor
  1691;19820101;19820131;  10;   1;    1.3;  -1.8;   -4.3;    1.50;  5.60;  51.3;    56.5;  10.8; -18.10;  19.4;   13.4;eor
  1691;19820201;19820228;  10;   1;    4.5;   0.8;   -2.6;    1.30;  4.08;  98.2;     3.8;  11.7;  -7.60;  11.7;    1.9;eor
  1691;19820301;19820331;  10;   1;    9.7;   4.6;    1.0;    1.70;  4.72; 140.3;    38.6;  19.7;  -2.80;  20.7;   14.5;eor
  1691;19820401;19820430;  10;   1;   12.6;   7.2;    2.2;    1.80;  4.56; 186.8;    46.4;  22.4;  -2.80;  17.1;   18.2;eor
  1691;19820501;19820531;  10;   1;   18.9;  12.9;    7.1;    1.40;  4.80; 216.1;    56.5;  29.0;   0.40;  16.1;   18.6;eor
  1691;19820601;19820630;  10;   1;   22.1;  16.7;   11.7;    1.50;  4.96; 193.9;    54.5;  32.4;   5.00;  14.4;   10.6;eor
  1691;19820701;19820731;  10;   1;   25.5;  19.6;   13.8;    1.50;  4.24; 248.9;    32.1;  31.7;   9.20;  14.1;   19.7;eor
  1691;19820801;19820831;  10;   1;   24.2;  17.8;   12.7;    1.50;  4.80; 204.3;    25.9;  32.3;   7.60;  16.5;   15.5;eor
  1691;19820901;19820930;  10;   1;   23.5;  16.2;   11.1;    1.20;  3.68; 195.3;    18.6;  28.5;   6.30;  15.3;    6.3;eor
  1691;19821001;19821031;  10;   1;   14.3;  10.5;    7.5;    1.60;  5.68;  72.6;    54.4;  21.3;   2.00;  15.5;   10.1;eor
  1691;19821101;19821130;  10;   1;   10.0;   7.2;    4.6;    2.00;  5.84;  66.6;    26.7;  16.2;  -2.80;  15.3;    6.3;eor
  1691;19821201;19821231;  10;   1;    4.8;   2.8;    0.8;    1.90;  6.56;  27.9;    61.4;  12.0;  -3.10;  20.8;    7.5;eor
  1691;19830101;19830131;  10;   1;    6.9;   4.7;    2.4;    2.50;  6.72;  31.2;    64.5;  12.6;  -4.80;  25.0;    9.0;eor
  1691;19830201;19830228;  10;   1;    2.1;  -1.4;   -4.8;    1.60;  5.36;  76.3;    32.9;  10.0; -14.30;  21.5;    6.2;eor
  1691;19830301;19830331;  10;   1;    9.0;   5.5;    2.6;    2.10;  6.24;  83.7;    46.2;  13.7;  -4.00;  22.1;    6.5;eor
  1691;19830401;19830430;  10;   1;   14.3;   9.4;    4.9;    1.70;  5.76; 115.3;   100.6;  22.7;  -1.90;  19.0;   26.1;eor
  1691;19830501;19830531;  10;   1;   16.1;  11.6;    7.8;    1.70;  6.56;  99.1;    79.0;  25.5;   1.70;  18.3;   26.5;eor
  1691;19830601;19830630;  10;   1;   22.3;  16.8;   10.7;    1.50;  4.96; 192.2;    34.9;  29.4;   5.00;  14.9;    6.2;eor
  1691;19830701;19830731;  10;   1;   26.8;  20.4;   14.0;    1.30;  3.76; 237.3;    48.4;  34.0;   6.80;  13.9;   32.0;eor
  1691;19830801;19830831;  10;   1;   25.4;  18.5;   12.9;    1.40;  3.68; 205.9;    42.9;  31.8;   7.00;  15.4;   17.5;eor
  1691;19830901;19830930;  10;   1;   19.4;  14.2;   10.0;    2.00;  5.28; 124.4;    33.5;  26.3;   3.70;  16.0;    5.8;eor
  1691;19831001;19831031;  10;   1;   14.0;   9.9;    6.1;    2.00;  5.44; 101.1;    28.4;  26.1;  -1.90;  17.6;   12.0;eor
  1691;19831101;19831130;  10;   1;    8.1;   4.1;    1.3;    1.40;  5.04;  74.8;    43.2;  15.8;  -8.60;  23.2;   20.5;eor
  1691;19831201;19831231;  10;   1;    4.1;   1.6;   -1.1;    1.70;  5.60;  43.3;    33.9;  12.6; -10.20;  14.8;    6.7;eor
  1691;19840101;19840131;  10;   1;    3.7;   1.9;    0.0;    2.40;  6.56;  28.9;    76.7;   9.5;  -8.30;  24.3;   12.0;eor
  1691;19840201;19840229;  10;   1;    3.6;   0.8;   -1.7;    1.80;  5.52;  74.5;    46.3;   9.0;  -9.20;  28.5;   18.9;eor
  1691;19840301;19840331;  10;   1;    7.4;   2.7;   -1.3;    1.60;  4.08; 123.4;     7.7;  12.9;  -5.80;  15.0;    2.2;eor
  1691;19840401;19840430;  10;   1;   12.2;   7.1;    1.9;    1.40;  4.80; 176.7;    54.1;  23.0;  -1.70;  12.6;   17.8;eor
  1691;19840501;19840531;  10;   1;   15.7;  11.3;    7.6;    1.60;  6.72;  98.8;   153.7;  23.9;   2.10;  12.4;   27.5;eor
  1691;19840601;19840630;  10;   1;   18.8;  14.2;   10.3;    1.80;  6.08; 146.9;    52.4;  28.3;   5.50;  16.0;   11.0;eor
  1691;19840701;19840731;  10;   1;   20.3;  15.9;   11.6;    1.60;  5.52; 174.9;    79.1;  34.2;   5.90;  21.6;   20.0;eor
  1691;19840801;19840831;  10;   1;   23.2;  17.4;   12.7;    1.20;  4.64; 181.6;    25.1;  28.5;   8.50;  11.0;    8.4;eor
  1691;19840901;19840930;  10;   1;   16.6;  12.9;   10.0;    1.70;  6.64;  75.7;   108.4;  24.4;   5.50;  16.5;   22.0;eor
  1691;19841001;19841031;  10;   1;   14.8;  10.9;    7.8;    1.70;  5.52;  87.5;    56.6;  19.2;  -0.60;  19.7;   10.7;eor
  1691;19841101;19841130;  10;   1;    9.3;   5.9;    3.2;    1.60;  5.92;  62.8;    44.3;  15.4;  -3.00;  29.0;   24.2;eor
  1691;19841201;19841231;  10;   1;    4.1;   2.4;    0.6;    1.60;  6.56;  29.6;    29.2;   7.8;  -6.00;  16.0;    7.1;eor
  1691;19850101;19850131;  10;   1;   -2.4;  -4.9;   -7.7;    1.50;  6.32;  34.8;    50.5;   7.5; -16.70;  19.7;   13.8;eor
  1691;19850201;19850228;  10;   1;    1.7;  -2.6;   -6.4;    1.30;  4.48; 134.2;    10.9;  11.0; -17.10;  17.9;    3.4;eor
  1691;19850301;19850331;  10;   1;    7.2;   3.8;    1.3;    1.70;  6.40;  62.6;    26.4;  11.6;  -3.80;  14.2;    6.0;eor
  1691;19850401;19850430;  10;   1;   12.9;   8.3;    4.7;    2.20;  5.84; 131.5;    51.9;  24.3;  -1.30;  15.6;    6.9;eor
  1691;19850501;19850531;  10;   1;   19.4;  14.2;    8.9;    1.60;  5.28; 188.3;    51.9;  30.2;   0.60;  15.3;   18.3;eor
  1691;19850601;19850630;  10;   1;   18.0;  13.4;    9.8;    1.60;  6.08; 135.2;   139.7;  27.5;   6.30;  15.8;   33.1;eor
  1691;19850701;19850731;  10;   1;   22.4;  17.1;   12.1;    1.50;  4.88; 219.0;    67.7;  31.0;   8.00;  16.0;    9.9;eor
  1691;19850801;19850831;  10;   1;   22.0;  16.3;   11.6;    1.40;  5.12; 180.1;    49.6;  32.7;   6.00;  21.7;   11.7;eor
  1691;19850901;19850930;  10;   1;   18.6;  13.6;    9.9;    1.50;  5.44; 124.8;    32.8;  27.3;   4.20;  17.1;    8.5;eor
  1691;19851001;19851031;  10;   1;   13.7;   9.1;    5.8;    1.20;  5.52; 104.9;    14.7;  26.3;  -1.10;  13.0;    5.5;eor
  1691;19851101;19851130;  10;   1;    3.7;   1.1;   -1.6;    1.80;  6.24;  33.9;    40.8;  16.9;  -7.10;  21.1;    8.2;eor
  1691;19851201;19851231;  10;   1;    7.1;   4.6;    2.7;    1.90;  6.56;  34.2;    81.0;  14.3; -11.30;  19.1;   17.4;eor
  1691;19860101;19860131;  10;   1;    3.2;   1.0;   -1.5;    2.30;  6.72;  25.5;    81.8;  10.0; -12.30;  23.5;   14.1;eor
  1691;19860201;19860228;  10;   1;   -2.4;  -6.4;  -10.2;    1.50;  4.72;  84.6;    14.8;   5.3; -19.70;  18.8;    5.6;eor
  1691;19860301;19860331;  10;   1;    7.7;   4.0;    0.7;    1.70;  6.40;  76.8;    65.3;  15.2;  -8.70;  18.5;   15.2;eor
  1691;19860401;19860430;  10;   1;   10.6;   6.8;    3.2;    1.60;  6.72;  90.5;    44.4;  22.2;  -5.80;  19.7;    8.6;eor
  1691;19860501;19860531;  10;   1;   20.3;  14.6;    9.2;    1.50;  5.20; 192.1;    82.5;  27.0;   4.00;  14.5;   24.5;eor
  1691;19860601;19860630;  10;   1;   21.8;  16.3;   10.8;    1.60;  4.64; 227.8;    50.6;  30.9;   5.50;  13.4;   15.4;eor
  1691;19860701;19860731;  10;   1;   22.9;  17.6;   12.2;    1.50;  5.84; 174.0;    66.0;  31.4;   7.80;  13.4;   22.0;eor
  1691;19860801;19860831;  10;   1;   21.8;  16.3;   11.7;    1.40;  5.12; 168.6;    66.2;  33.7;   7.00;  14.9;   17.9;eor
  1691;19860901;19860930;  10;   1;   16.3;  11.0;    7.3;    1.40;  5.28; 123.1;    69.1;  22.0;   1.20;  15.5;   45.8;eor
  1691;19861001;19861031;  10;   1;   15.3;  10.2;    6.4;    1.50;  5.12; 114.4;    68.4;  24.3;  -0.30;  24.2;   21.5;eor
  1691;19861101;19861130;  10;   1;   10.1;   7.0;    4.0;    1.90;  5.60;  81.2;    15.2;  14.8;  -4.20;  18.0;    3.6;eor
  1691;19861201;19861231;  10;   1;    5.0;   3.0;    0.4;    2.20;  6.80;  40.2;   126.2;  11.0;  -5.80;  24.7;   19.4;eor
  1691;19870101;19870131;  10;   1;   -3.0;  -6.0;   -9.2;    1.40;  5.92;  45.8;    83.9;   7.2; -20.80;  13.9;   24.4;eor
  1691;19870201;19870228;  10;   1;    2.9;   0.0;   -2.9;    1.40;  6.16;  51.1;    39.7;   8.4; -14.00;  13.9;    8.0;eor
  1691;19870301;19870331;  10;   1;    3.5;  -1.0;   -5.1;    1.60;  4.80; 140.9;    66.2;  12.2; -18.70;  18.0;   27.3;eor
  1691;19870401;19870430;  10;   1;   15.3;   9.9;    4.3;    1.40;  5.28; 167.5;    19.9;  25.6;  -2.20;  13.9;    6.3;eor
  1691;19870501;19870531;  10;   1;   14.9;  10.1;    6.0;    1.70;  5.84; 132.7;    81.5;  22.7;   2.40;  13.9;   13.4;eor
  1691;19870601;19870630;  10;   1;   18.4;  14.2;   10.6;    1.60;  6.32; 125.2;   100.5;  31.6;   6.40;  19.1;   21.1;eor
  1691;19870701;19870731;  10;   1;   21.9;  17.2;   12.8;    1.60;  5.60; 171.3;    73.9;  29.0;   7.80;  14.4;   26.8;eor
  1691;19870801;19870831;  10;   1;   20.2;  16.0;   12.4;    1.60;  5.92; 120.4;    40.5;  28.7;   4.30;  12.4;   12.3;eor
  1691;19870901;19870930;  10;   1;   19.9;  14.8;   11.0;    1.40;  5.44; 126.0;    55.4;  27.1;   2.30;  13.4;   18.8;eor
  1691;19871001;19871031;  10;   1;   14.0;   9.8;    6.2;    1.70;  5.36; 111.4;    38.5;  21.2;   2.10;  18.5;   13.4;eor
  1691;19871101;19871130;  10;   1;    7.3;   5.4;    3.7;    1.60;  7.36;   8.6;    55.9;  11.8;  -2.70;  22.1;   10.5;eor
  1691;19871201;19871231;  10;   1;    4.7;   2.8;    0.6;    1.50;  6.96;  16.9;    35.3;  14.2;  -9.90;  12.9;   11.6;eor
  1691;19880101;19880131;  10;   1;    6.8;   4.6;    2.5;    2.00;  6.40;  37.0;    59.5;  12.7;  -3.10;  20.1;    8.0;eor
  1691;19880201;19880229;  10;   1;    5.4;   2.9;    0.9;    2.40;  6.40;  56.2;    66.3;  11.0;  -2.70;  19.6;   10.9;eor
  1691;19880301;19880331;  10;   1;    6.2;   3.5;    1.2;    2.00;  6.88;  45.3;    94.8;  14.8;  -3.90;  21.1;   16.0;eor
  1691;19880401;19880430;  10;   1;   13.8;   8.4;    2.9;    1.50;  4.72; 182.8;    26.2;  24.8;  -3.80;  14.4;   12.3;eor
  1691;19880501;19880531;  10;   1;   20.8;  15.2;    9.0;    1.80;  4.24; 238.7;    17.8;  28.2;   1.60;  17.0;   10.6;eor
  1691;19880601;19880630;  10;   1;   19.6;  15.4;   11.3;    1.30;  6.08; 134.7;    36.2;  28.2;   6.50;  13.9;   18.9;eor
  1691;19880701;19880731;  10;   1;   22.7;  17.4;   12.9;    1.80;  5.68; 178.8;    86.4;  30.6;   8.60;  14.4;   15.3;eor
  1691;19880801;19880831;  10;   1;   23.2;  17.7;   12.3;    1.40;  4.96; 217.9;    29.2;  30.2;   7.40;  13.4;    8.5;eor
  1691;19880901;19880930;  10;   1;   17.9;  13.7;   10.4;    1.70;  5.92; 106.3;    84.1;  24.5;   5.40;  21.1;   31.2;eor
  1691;19881001;19881031;  10;   1;   13.7;  10.0;    7.1;    1.50;  6.56;  61.4;    25.2;  18.1;  -0.20;  20.1;    5.8;eor
  1691;19881101;19881130;  10;   1;    6.7;   3.9;    1.2;    1.60;  6.56;  47.1;    60.0;  14.2; -10.60;  18.5;   23.6;eor
  1691;19881201;19881231;  10;   1;    5.7;   3.9;    1.7;    1.80;  6.88;  24.2;   106.5;  10.6;  -6.80;  20.1;   33.1;eor
  1691;19890101;19890131;  10;   1;    5.8;   3.2;    1.0;    1.70;  5.36;  76.3;    12.7;   9.8;  -5.20;  12.4;    5.9;eor
  1691;19890201;19890228;  10;   1;    6.6;   3.7;    1.1;    2.10;  6.00;  60.1;    36.5;  12.4;  -4.00;  18.0;    9.9;eor
  1691;19890301;19890331;  10;   1;   12.4;   7.5;    3.3;    1.80;  5.12; 128.2;    50.2;  23.5;  -1.50;  20.1;   13.8;eor
  1691;19890401;19890430;  10;   1;   12.0;   7.8;    4.2;    1.90;  6.56;  88.7;    39.4;  20.6;  -1.30;  14.9;    7.4;eor
  1691;19890501;19890531;  10;   1;   20.8;  14.4;    7.5;    1.60;  3.04; 311.2;     8.1;  27.9;   0.30;  18.0;    6.1;eor
  1691;19890601;19890630;  10;   1;   21.9;  16.1;   10.0;    1.40;  4.88; 240.3;    45.2;  29.1;   4.30;  12.9;    9.7;eor
  1691;19890701;19890731;  10;   1;   23.7;  18.3;   13.0;    -999;  5.28; 189.8;    26.7;  32.5;   7.00;  16.5;    4.5;eor
  1691;19890801;19890831;  10;   1;   23.9;  17.8;   12.3;    1.50;  5.04; 210.6;    38.6;  35.0;   6.20;  15.5;   12.4;eor
  1691;19890901;19890930;  10;   1;   20.3;  15.0;   11.0;    1.20;  5.04; 133.8;    68.1;  28.3;   5.00;  13.9;   26.8;eor
  1691;19891001;19891031;  10;   1;   15.6;  11.1;    7.9;    1.70;  5.12; 118.0;    39.9;  22.9;   0.40;  19.1;    6.7;eor
  1691;19891101;19891130;  10;   1;    7.6;   3.2;    0.1;    1.30;  4.24; 122.3;    37.8;  15.7;  -8.50;  16.0;   13.5;eor
  1691;19891201;19891231;  10;   1;    5.8;   3.4;    0.9;    1.70;  6.40;  42.4;    83.0;  13.9;  -9.40;  22.1;   20.8;eor
  1691;19900101;19900131;  10;   1;    5.7;   3.8;    1.7;    2.40;  6.96;  25.0;    30.3;  12.2;  -2.60;  34.5;    7.9;eor
  1691;19900201;19900228;  10;   1;   10.6;   6.6;    3.1;    2.70;  5.28;  99.8;    88.1;  18.0;  -2.30;  28.3;   23.0;eor
  1691;19900301;19900331;  10;   1;   12.2;   7.6;    3.8;    2.00;  5.44; 124.2;    28.7;  20.7;  -0.40;  26.3;    5.2;eor
  1691;19900401;19900430;  10;   1;   13.3;   7.8;    3.4;    1.60;  4.80; 174.4;    40.8;  20.9;  -4.00;  20.1;    7.7;eor
  1691;19900501;19900531;  10;   1;   20.4;  14.3;    7.6;    1.40;  3.60; 289.3;    20.5;  26.7;   2.30;  26.3;   12.6;eor
  1691;19900601;19900630;  10;   1;   20.5;  16.0;   12.0;    1.60;  6.48; 124.7;    81.2;  29.0;   6.80;  17.5;   23.1;eor
  1691;19900701;19900731;  10;   1;   22.2;  17.0;   11.4;    1.80;  4.96; 209.4;    11.0;  32.0;   7.30;  17.5;    6.5;eor
  1691;19900801;19900831;  10;   1;   25.6;  19.1;   13.3;    1.40;  4.80; 225.3;    55.9;  35.2;   7.80;  16.4;   15.3;eor
  1691;19900901;19900930;  10;   1;   16.0;  12.1;    9.0;    1.80;  6.56;  76.3;    70.5;  19.8;   3.20;  20.0;   10.4;eor
  1691;19901001;19901031;  10;   1;   16.1;  10.6;    6.3;    1.60;  4.56; 145.6;    26.4;  24.0;  -2.10;  16.4;    9.5;eor
  1691;19901101;19901130;  10;   1;    7.5;   5.1;    3.0;    1.60;  6.64;  34.2;    83.4;  12.5;  -2.60;  20.0;   22.9;eor
  1691;19901201;19901231;  10;   1;    3.4;   1.8;    0.0;    1.80;  6.80;  42.5;    56.3;   9.8;  -6.70;  18.5;   15.9;eor
  1691;19910101;19910131;  10;   1;    4.7;   2.2;    0.1;    1.80;  5.44;  66.1;    39.4;  13.7;  -8.20;  21.6;    8.7;eor
  1691;19910201;19910228;  10;   1;    1.4;  -2.0;   -5.2;    1.40;  5.68;  85.3;    19.2;  14.5; -15.00;  11.8;    6.8;eor
  1691;19910301;19910331;  10;   1;   12.1;   7.4;    3.7;    1.20;  5.60; 105.7;    44.5;  19.5;  -2.40;  15.4;   21.8;eor
  1691;19910401;19910430;  10;   1;   13.0;   7.6;    2.5;    1.50;  4.48; 172.0;    16.1;  21.0;  -3.20;  18.5;    3.6;eor
  1691;19910501;19910531;  10;   1;   14.8;  10.1;    5.3;    1.50;  5.68; 137.7;    17.6;  23.2;   0.10;  16.9;    3.9;eor
  1691;19910601;19910630;  10;   1;   18.2;  13.9;    9.8;    1.90;  6.40; 127.9;    55.3;  23.8;   2.80;  15.4;   19.4;eor
  1691;19910701;19910731;  10;   1;   25.2;  19.5;   13.6;    1.50;  4.40; 266.2;    39.5;  32.9;   9.40;  12.8;   12.7;eor
  1691;19910801;19910831;  10;   1;   24.1;  18.2;   13.1;    1.20;  4.72; 206.6;    13.7;  34.5;   6.90;  16.4;    3.5;eor
  1691;19910901;19910930;  10;   1;   21.0;  15.1;   10.1;    1.30;  4.72; 152.5;    27.0;  29.0;   3.10;  10.3;   10.8;eor
  1691;19911001;19911031;  10;   1;   13.8;   8.5;    4.3;    1.30;  3.92; 151.3;    36.1;  22.1;  -4.00;  11.3;    6.1;eor
  1691;19911101;19911130;  10;   1;    7.1;   4.4;    2.0;    1.70;  6.24;  59.9;    70.7;  15.5;  -5.00;  23.1;   19.8;eor
  1691;19911201;19911231;  10;   1;    4.1;   1.5;   -1.1;    1.50;  5.44;  58.2;    77.4;  11.7;  -8.10;  23.7;   24.8;eor
  1691;19920101;19920131;  10;   1;    3.9;   1.7;   -0.6;    1.60;  5.92;  52.6;    32.9;  10.7;  -9.20;  14.9;   16.3;eor
  1691;19920201;19920229;  10;   1;    6.6;   3.7;    1.1;    1.70;  6.08;  47.3;    21.5;  16.2;  -6.70;  19.0;    2.9;eor
  1691;19920301;19920331;  10;   1;    9.5;   5.4;    1.5;    1.90;  5.68;  84.6;    84.7;  17.2;  -0.90;  22.1;   16.6;eor
  1691;19920401;19920430;  10;   1;   13.1;   8.5;    4.0;    1.70;  5.68; 128.0;    35.2;  21.1;  -1.70;  19.5;    9.0;eor
  1691;19920501;19920531;  10;   1;   20.8;  14.9;    8.5;    1.50;  3.28; 280.1;    21.3;  28.6;   1.40;  24.7;    7.8;eor
  1691;19920601;19920630;  10;   1;   23.1;  17.6;   12.0;    1.30;  4.96; 212.7;    62.4;  31.3;   7.80;  14.4;   14.9;eor
  1691;19920701;19920731;  10;   1;   24.6;  18.8;   13.6;    1.40;  5.20; 218.1;    74.8;  33.2;   8.70;  14.4;   24.5;eor
  1691;19920801;19920831;  10;   1;   25.4;  19.4;   14.4;    1.60;  5.04; 197.9;    63.9;  37.9;   6.30;  22.1;   15.1;eor
  1691;19920901;19920930;  10;   1;   19.9;  13.8;    8.8;    1.30;  4.64; 167.3;    27.2;  26.2;   5.30;  18.0;   10.0;eor
  1691;19921001;19921031;  10;   1;   10.4;   6.8;    3.9;    1.40;  6.00;  69.5;    71.2;  17.1;  -2.80;  14.9;   16.5;eor
  1691;19921101;19921130;  10;   1;    8.9;   6.3;    3.6;    2.10;  6.32;  47.0;    98.9;  12.9;  -0.80;  25.7;   18.2;eor
  1691;19921201;19921231;  10;   1;    4.0;   1.8;   -0.1;    1.40;  5.84;  55.4;    50.9;  13.3;  -9.60;  21.1;   15.2;eor
