STATIONS_ID; MESS_DATUM_BEGINN; MESS_DATUM_ENDE; QUALITAETS_NIVEAU; ART; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR;LUFTTEMPERATUR_MINIMUM;WINDSTAERKE;BEDECKUNGSGRAD; SONNENSCHEINDAUER; NIEDERSCHLAGSHOEHE; max(LUFTTEMPERATUR_MAXIMUM);min(LUFTTEMPERATUR_MINIMUM);max(WINDSPITZE_MAXIMUM); max(NIEDERSCHLAGSHOEHE);eor
  1691;19930101;19930131;  10;   1;    5.9;   2.6;   -0.4;    2.20;  5.12;  63.2;   111.4;  13.4; -14.10;  29.8;   20.9;eor
  1691;19930201;19930228;  10;   1;    2.3;  -1.1;   -4.2;    1.30;  5.12;  85.5;    28.7;   6.0; -14.70;  20.6;   12.9;eor
  1691;19930301;19930331;  10;   1;    9.2;   4.5;    0.2;    1.60;  4.56; 149.8;    12.5;  17.4;  -5.60;  17.0;    3.5;eor
  1691;19930401;19930430;  10;   1;   17.1;  11.8;    5.9;    1.70;  5.20; 175.0;    33.3;  26.7;  -0.50;  14.9;   10.7;eor
  1691;19930501;19930531;  10;   1;   21.0;  15.2;    9.4;    1.60;  4.56; 234.7;    74.2;  27.7;   1.70;  14.9;   26.3;eor
  1691;19930601;19930630;  10;   1;   21.0;  16.2;   11.3;    1.60;  5.20; 202.2;    57.0;  29.3;   7.10;  15.4;   18.9;eor
  1691;19930701;19930731;  10;   1;   21.3;  16.5;   12.1;    1.60;  5.76; 162.2;   131.8;  29.0;   9.30;  22.6;   24.6;eor
  1691;19930801;19930831;  10;   1;   21.1;  15.7;   10.9;    1.40;  5.44; 182.8;    56.9;  27.8;   5.20;  22.6;   22.0;eor
  1691;19930901;19930930;  10;   1;   16.8;  12.3;    8.8;    1.50;  5.76; 111.2;    67.9;  23.2;   2.30;  14.9;   12.9;eor
  1691;19931001;19931031;  10;   1;   12.2;   8.2;    5.2;    1.70;  5.84;  92.0;    67.4;  20.6;  -2.90;  19.5;   24.0;eor
  1691;19931101;19931130;  10;   1;    3.6;   0.7;   -1.6;    2.10;  5.84;  61.8;    27.3;  10.8;  -8.80;  20.6;   14.7;eor
  1691;19931201;19931231;  10;   1;    5.9;   3.8;    1.4;    3.30;  7.04;  14.7;   102.1;  12.5;  -9.10;  28.8;   11.8;eor
  1691;19940101;19940131;  10;   1;    5.9;   3.7;    1.5;    3.10;  6.72;  27.0;    66.2;  11.9;  -4.30;  26.8;   13.2;eor
  1691;19940201;19940228;  10;   1;    2.8;  -0.4;   -3.4;    2.50;  5.60;  76.5;    13.9;  12.7; -16.40;  23.1;    3.1;eor
  1691;19940301;19940331;  10;   1;   10.3;   6.7;    3.6;    3.30;  6.40;  80.9;   113.2;  17.5;  -1.40;  25.7;   23.8;eor
  1691;19940401;19940430;  10;   1;   13.4;   8.5;    4.1;    2.60;  5.28; 147.8;    72.8;  23.8;  -1.50;  22.6;   18.3;eor
  1691;19940501;19940531;  10;   1;   17.4;  12.6;    7.7;    2.30;  5.60; 180.1;    71.9;  22.9;   0.90;  14.9;   16.8;eor
  1691;19940601;19940630;  10;   1;   21.2;  15.9;   10.7;    2.30;  5.20; 200.9;    63.3;  29.6;   4.60;  16.5;   29.5;eor
  1691;19940701;19940731;  10;   1;   27.5;  20.2;   12.8;    1.70;  4.00; 305.2;    24.6;  34.3;   8.50;  22.6;   13.2;eor
  1691;19940801;19940831;  10;   1;   23.3;  17.4;   11.6;    2.00;  5.44; 163.0;    84.8;  36.0;   3.50;  15.4;   24.3;eor
  1691;19940901;19940930;  10;   1;   17.7;  13.3;    9.1;    2.40;  5.76; 105.7;    77.2;  22.5;   4.10;  17.5;   37.1;eor
  1691;19941001;19941031;  10;   1;   12.6;   7.7;    3.7;    2.20;  5.28; 110.4;    34.0;  20.2;  -4.70;  17.5;   11.3;eor
  1691;19941101;19941130;  10;   1;   10.1;   7.2;    4.4;    2.20;  6.40;  41.4;    58.0;  15.0;  -0.40;  15.4;   14.9;eor
  1691;19941201;19941231;  10;   1;    6.8;   4.5;    1.8;    3.00;  6.72;  37.3;    50.3;  13.1;  -3.70;  18.5;   11.3;eor
  1691;19950101;19950131;  10;   1;    2.8;   0.4;   -2.6;    3.10;  6.40;  41.7;    79.4;  12.3; -13.10;  27.3;   13.5;eor
  1691;19950201;19950228;  10;   1;    8.2;   5.3;    2.1;    3.10;  6.24;  63.8;    54.7;  13.8;  -4.50;  23.1;    9.5;eor
  1691;19950301;19950331;  10;   1;    7.6;   3.3;   -0.5;    3.20;  4.96; 120.8;    58.8;  15.9;  -4.40;  23.1;   10.7;eor
  1691;19950401;19950430;  10;   1;   13.3;   8.8;    4.3;    2.80;  6.00; 130.7;    45.7;  22.3;  -1.90;  21.1;    8.7;eor
  1691;19950501;19950531;  10;   1;   17.3;  11.5;    5.9;    2.20;  5.52; 198.5;    77.0;  25.8;  -1.60;  17.0;   18.9;eor
  1691;19950601;19950630;  10;   1;   19.1;  13.8;    8.4;    2.00;  5.20; 170.5;    44.1;  27.7;   3.50;  15.4;    9.7;eor
  1691;19950701;19950731;  10;   1;   25.8;  19.2;   12.9;    1.90;  4.48; 269.5;    34.5;  32.6;   7.30;  19.5;    7.0;eor
  1691;19950801;19950831;  10;   1;   25.2;  18.0;   10.9;    1.90;  4.16; 239.2;    65.6;  32.4;   4.90;  15.9;   23.4;eor
  1691;19950901;19950930;  10;   1;   17.7;  13.2;    9.5;    2.40;  6.16; 102.3;    88.8;  25.2;   2.50;  20.6;   20.5;eor
  1691;19951001;19951031;  10;   1;   16.5;  12.1;    8.0;    2.00;  5.68;  97.2;     5.4;  25.5;  -2.10;  11.3;    1.4;eor
  1691;19951101;19951130;  10;   1;    6.3;   3.6;    1.1;    2.30;  6.24;  52.6;    38.1;  12.8;  -5.30;  21.1;    7.0;eor
  1691;19951201;19951231;  10;   1;    0.5;  -1.8;   -4.1;    2.20;  6.72;  34.3;    22.6;  11.4; -14.30;  13.4;    9.9;eor
  1691;19960101;19960131;  10;   1;   -0.8;  -3.1;   -5.4;    2.70;  5.84;  61.6;     1.5;   8.6; -13.40;  14.9;    1.3;eor
  1691;19960201;19960229;  10;   1;    1.6;  -1.6;   -5.3;    2.70;  6.08;  76.9;    41.6;  13.7; -16.50;  24.2;    8.1;eor
  1691;19960301;19960331;  10;   1;    5.0;   1.5;   -1.1;    2.50;  5.60;  93.6;    11.8;  12.3;  -6.30;  13.4;    5.2;eor
  1691;19960401;19960430;  10;   1;   14.4;   8.2;    1.9;    1.90;  4.88; 183.1;    26.3;  27.2;  -5.60;  15.4;   18.4;eor
  1691;19960501;19960531;  10;   1;   15.2;  11.1;    6.7;    2.40;  6.64; 114.0;    50.6;  29.1;  -0.10;  15.9;    6.7;eor
  1691;19960601;19960630;  10;   1;   20.2;  14.7;    8.9;    2.00;  5.12; 172.8;    35.9;  31.8;   3.00;  14.4;   11.7;eor
  1691;19960701;19960731;  10;   1;   20.7;  15.2;    9.7;    2.10;  5.60; 164.0;    87.5;  26.6;   3.70;  14.4;   27.8;eor
  1691;19960801;19960831;  10;   1;   23.0;  16.9;   11.4;    2.10;  5.36; 172.7;    88.2;  29.4;   5.10;  19.0;   27.1;eor
  1691;19960901;19960930;  10;   1;   15.7;  11.0;    6.8;    2.20;  6.00;  94.2;    21.0;  22.6;   1.00;  14.9;    5.5;eor
  1691;19961001;19961031;  10;   1;   13.7;   9.4;    5.9;    2.30;  5.84;  80.0;    80.8;  19.0;   1.60;  23.1;   26.4;eor
  1691;19961101;19961130;  10;   1;    7.2;   5.1;    3.1;    2.80;  7.04;  24.1;    61.5;  14.9;  -1.70;  21.6;   23.4;eor
  1691;19961201;19961231;  10;   1;   -0.1;  -2.7;   -5.4;    1.90;  6.32;  51.6;    36.2;   8.4; -19.60;  15.4;   15.4;eor
  1691;19970101;19970131;  10;   1;   -0.4;  -2.9;   -5.7;    1.70;  6.16;  59.8;     7.8;   8.8; -23.70;  10.3;    3.1;eor
  1691;19970201;19970228;  10;   1;    8.0;   4.9;    2.0;    3.10;  6.48;  66.4;    82.9;  13.3;  -4.00;  22.6;   17.9;eor
  1691;19970301;19970331;  10;   1;   10.7;   6.3;    2.6;    2.50;  5.76; 107.9;    36.2;  17.9;  -2.00;  26.2;   12.3;eor
  1691;19970401;19970430;  10;   1;   11.9;   6.2;    1.0;    2.40;  5.04; 175.3;    26.7;  17.3;  -4.90;  23.1;    7.0;eor
  1691;19970501;19970531;  10;   1;   18.2;  12.4;    7.0;    2.30;  5.68; 206.5;   109.5;  28.7;  -0.30;  19.5;   62.8;eor
  1691;19970601;19970630;  10;   1;   20.9;  15.2;    8.7;    2.30;  4.96; 245.0;    56.6;  28.1;   3.00;  21.1;   21.5;eor
  1691;19970701;19970731;  10;   1;   22.3;  16.7;   11.9;    1.80;  5.84; 171.0;    79.8;  27.8;   8.60;  14.9;   16.6;eor
  1691;19970801;19970831;  10;   1;   26.6;  19.8;   13.3;    1.80;  4.32; 231.7;    46.5;  32.5;   8.30;  14.9;   14.6;eor
  1691;19970901;19970930;  10;   1;   20.5;  13.5;    7.2;    1.90;  4.72; 208.1;    14.9;  30.3;  -0.60;  18.0;    7.5;eor
  1691;19971001;19971031;  10;   1;   12.6;   7.8;    3.9;    2.30;  5.44; 113.4;    38.2;  22.1;  -7.50;  20.6;    8.2;eor
  1691;19971101;19971130;  10;   1;    6.9;   4.8;    2.4;    2.60;  6.72;  38.0;    35.4;  14.0;  -4.50;  15.9;   18.3;eor
  1691;19971201;19971231;  10;   1;    4.7;   2.6;    0.5;    2.50;  7.04;  25.1;    45.5;  13.1;  -9.80;  21.6;    6.1;eor
  1691;19980101;19980131;  10;   1;    5.9;   2.9;    0.0;    2.90;  6.08;  65.6;    47.1;  12.8; -12.20;  21.1;   11.8;eor
  1691;19980201;19980228;  10;   1;    8.9;   5.2;    1.7;    2.40;  6.16;  96.5;    13.8;  16.6; -15.10;  21.6;    5.0;eor
  1691;19980301;19980331;  10;   1;    9.8;   5.6;    1.7;    2.80;  6.32; 106.4;    48.6;  20.9;  -6.00;  25.2;   11.1;eor
  1691;19980401;19980430;  10;   1;   13.6;   9.1;    5.0;    2.60;  6.24; 108.2;    78.4;  20.1;  -2.10;  18.0;   14.1;eor
  1691;19980501;19980531;  10;   1;   19.5;  13.7;    7.3;    2.10;  5.12; 204.4;    60.0;  29.0;   1.10;  11.8;   34.6;eor
  1691;19980601;19980630;  10;   1;   21.3;  15.9;   10.8;    2.10;  5.92;  -999;    64.9;  31.1;   4.00;  17.0;   14.9;eor
  1691;19980701;19980731;  10;   1;   21.0;  15.7;   11.3;    2.20;  6.16; 135.3;    45.3;  32.1;   8.00;  18.0;    6.3;eor
  1691;19980801;19980831;  10;   1;   22.6;  16.0;   10.0;    2.10;  5.20; 199.8;    53.2;  36.1;   5.90;  19.0;   25.3;eor
  1691;19980901;19980930;  10;   1;   17.9;  13.7;    9.9;    2.40;  6.56;  77.9;    93.8;  22.5;   4.00;  19.0;   22.4;eor
  1691;19981001;19981031;  10;   1;   11.6;   8.8;    6.1;    3.30;  6.96;  49.1;   162.7;  17.4;  -0.90;  26.8;   23.8;eor
  1691;19981101;19981130;  10;   1;    4.4;   2.2;    0.2;    2.20;  6.72;  40.2;    64.1;  11.3;  -8.40;  19.0;   10.5;eor
  1691;19981201;19981231;  10;   1;    3.8;   1.5;   -1.4;    2.80;  6.16;  45.4;    24.9;  11.5; -13.10;  23.0;    6.1;eor
  1691;19990101;19990131;  10;   1;    6.3;   3.8;    1.5;    2.80;  6.32;  54.9;    45.4;  13.9;  -7.10;  18.0;    6.3;eor
  1691;19990201;19990228;  10;   1;    3.7;   0.8;   -2.5;    2.90;  6.72;  45.2;    56.1;  11.5; -15.60;  33.0;   15.5;eor
  1691;19990301;19990331;  10;   1;   10.0;   6.0;    2.5;    2.60;  5.92; 101.3;    60.3;  18.1;  -2.50;  20.0;   27.1;eor
  1691;19990401;19990430;  10;   1;   14.2;   9.0;    4.6;    2.30;  5.12; 151.6;    36.6;  20.5;  -1.60;  18.0;   10.7;eor
  1691;19990501;19990531;  10;   1;   19.5;  13.7;    8.0;    2.50;  5.12; 221.6;    51.6;  27.3;   3.10;  19.0;   21.6;eor
  1691;19990601;19990630;  10;   1;   20.8;  15.0;    8.9;    2.10;  4.96; 219.3;    52.3;  27.7;   4.40;  21.0;   10.4;eor
  1691;19990701;19990731;  10;   1;   24.9;  18.4;   12.4;    2.20;  5.04; 224.9;    52.2;  31.4;   6.80;  15.0;   19.1;eor
  1691;19990801;19990831;  10;   1;   22.4;  16.5;   10.9;    2.20;  5.44; 155.7;    88.2;  29.8;   3.70;  17.0;   20.3;eor
  1691;19990901;19990930;  10;   1;   23.7;  16.9;   11.1;    2.20;  4.32; 203.5;    33.4;  30.8;   5.50;  13.0;    7.3;eor
  1691;19991001;19991031;  10;   1;   13.4;   9.3;    5.4;    2.60;  5.76;  93.5;    26.7;  18.1;  -2.60;  16.0;   13.0;eor
  1691;19991101;19991130;  10;   1;    7.0;   4.1;    1.4;    2.20;  6.56;  46.3;    40.0;  16.1;  -6.50;  14.0;    6.5;eor
  1691;19991201;19991231;  10;   1;    5.2;   3.2;    1.2;    3.40;  7.04;  25.8;    69.6;  11.7;  -3.30;  23.0;   17.2;eor
  1691;20000101;20000131;  10;   1;    4.2;   2.0;   -0.6;    2.60;  6.40;  53.3;    48.9;  10.5; -10.00;  22.0;   23.0;eor
  1691;20000201;20000229;  10;   1;    7.6;   4.5;    1.7;    2.90;  6.32;  82.5;    61.3;  14.9;  -2.90;  20.0;   24.2;eor
  1691;20000301;20000331;  10;   1;    9.6;   6.0;    3.0;    2.90;  6.80;  79.1;    68.7;  17.8;  -1.50;  23.0;   13.2;eor
  1691;20000401;20000430;  10;   1;   16.0;  10.4;    4.5;    2.40;  5.60; 174.1;    20.7;  24.4;  -4.20;  18.0;    6.1;eor
  1691;20000501;20000531;  10;   1;   20.5;  14.0;    7.5;    2.10;  4.72; 256.7;    46.4;  28.5;   3.60;  18.0;   22.4;eor
  1691;20000601;20000630;  10;   1;   22.2;  16.0;    9.4;    2.10;  4.72; 226.5;    83.2;  33.1;   2.20;  18.0;   24.8;eor
  1691;20000701;20000731;  10;   1;   19.6;  14.9;   11.1;    2.30;  6.88;  74.2;    54.8;  24.2;   5.40;  14.0;    9.9;eor
  1691;20000801;20000831;  10;   1;   23.9;  17.5;   11.9;    1.80;  4.72; 218.7;    53.2;  31.9;   6.10;  20.0;   16.4;eor
  1691;20000901;20000930;  10;   1;   19.4;  14.4;   10.6;    2.30;  5.52; 115.2;    32.6;  25.8;   4.20;  19.0;    8.2;eor
  1691;20001001;20001031;  10;   1;   15.0;  10.8;    7.1;    2.50;  6.00;  89.3;    22.7;  20.1;   0.10;  20.0;    4.1;eor
  1691;20001101;20001130;  10;   1;    9.6;   6.8;    3.8;    2.80;  6.16;  57.0;    37.6;  12.7;  -1.20;  19.0;    7.7;eor
  1691;20001201;20001231;  10;   1;    5.8;   3.6;    1.2;    2.70;  6.16;  67.9;    40.6;  13.4; -10.00;  20.0;    8.8;eor
  1691;20010101;20010131;  10;   1;    3.9;   1.2;   -1.9;    2.40;  6.08;  59.2;    33.2;  11.2; -10.70;  15.0;    6.3;eor
  1691;20010201;20010228;  10;   1;    6.2;   2.8;   -0.5;    2.70;  6.24;  63.9;    33.3;  14.3;  -6.90;  18.0;    7.8;eor
  1691;20010301;20010331;  10;   1;    7.5;   4.2;    1.2;    2.70;  6.96;  54.2;    78.8;  14.2;  -4.30;  20.0;   16.1;eor
  1691;20010401;20010430;  10;   1;   12.2;   7.4;    2.6;    2.50;  -999; 121.4;    60.8;  23.4;  -5.10;  22.5;   20.5;eor
  1691;20010501;20010531;  10;   1;   19.7;  13.6;    6.7;    -999;  -999; 268.5;    22.8;  26.3;   2.30;  20.6;   10.3;eor
  1691;20010601;20010630;  10;   1;   19.3;  13.9;    8.5;    -999;  6.32; 173.1;    59.9;  27.9;   3.20;  17.0;   14.6;eor
  1691;20010701;20010731;  10;   1;   24.5;  18.4;   12.2;    2.20;  -999; 244.7;    68.8;  31.1;   7.80;  15.6;   15.3;eor
  1691;20010801;20010831;  10;   1;   25.1;  19.0;   12.6;    2.10;  5.12; 215.4;    47.7;  34.8;   7.60;  16.4;   22.8;eor
  1691;20010901;20010930;  10;   1;   16.0;  12.3;    8.9;    -999;  -999;  61.8;    92.3;  20.8;   4.30;  18.3;   10.5;eor
  1691;20011001;20011031;  10;   1;   17.3;  12.7;    8.5;    2.40;  5.52; 103.6;    40.3;  24.0;   5.10;  21.1;   20.6;eor
  1691;20011101;20011130;  10;   1;    7.3;   4.8;    2.0;    2.00;  -999;  43.2;    58.6;  12.2;  -5.90;  15.5;   13.2;eor
  1691;20011201;20011231;  10;   1;    2.6;   0.5;   -2.0;    2.70;  6.96;  29.1;    49.6;   9.2; -13.20;  23.4;    9.1;eor
  1691;20020101;20020131;  10;   1;    3.9;   1.5;   -1.5;    2.70;  6.48;  58.9;    44.3;  13.3; -15.90;  25.2;    9.5;eor
  1691;20020201;20020228;  10;   1;    9.1;   5.8;    2.5;    3.50;  6.00;  87.3;    79.8;  17.0;  -4.90;  25.5;   13.2;eor
  1691;20020301;20020331;  10;   1;    9.9;   5.4;    1.3;    2.60;  -999;  99.3;    38.9;  17.3;  -5.20;  24.6;    6.9;eor
  1691;20020401;20020430;  10;   1;   12.9;   7.8;    2.3;    2.30;  5.36; 165.6;    60.9;  19.6;  -5.50;  21.9;    9.4;eor
  1691;20020501;20020531;  10;   1;   18.3;  13.6;    8.6;    -999;  -999; 153.2;   111.0;  26.6;   3.40;  15.2;   23.4;eor
  1691;20020601;20020630;  10;   1;   22.1;  16.7;   11.1;    2.20;  5.60; 199.4;    71.4;  32.7;   3.60;  16.8;   38.5;eor
  1691;20020701;20020731;  10;   1;   22.4;  17.3;   12.3;    -999;  5.92; 150.9;    95.2;  32.3;   9.10;  20.9;   36.7;eor
  1691;20020801;20020831;  10;   1;   24.8;  19.0;   13.8;    1.80;  5.60; 181.6;    52.4;  31.5;  10.20;  13.5;   14.2;eor
  1691;20020901;20020930;  10;   1;   18.1;  12.9;    7.6;    1.90;  5.28; 145.8;    40.1;  28.0;  -0.60;  13.0;   17.9;eor
  1691;20021001;20021031;  10;   1;   12.0;   8.4;    4.6;    2.70;  6.24;  85.1;    79.6;  18.9;  -0.80;  29.1;   12.2;eor
  1691;20021101;20021130;  10;   1;    8.7;   6.1;    3.3;    2.50;  6.96;  28.3;    95.2;  12.7;  -1.90;  16.2;   19.8;eor
  1691;20021201;20021231;  10;   1;    2.4;   0.3;   -1.8;    2.50;  6.40;  40.6;    92.7;   8.3; -11.80;  15.3;   33.4;eor
  1691;20030101;20030131;  10;   1;    2.9;   0.5;   -2.2;    2.60;  6.72;  46.9;    60.1;   9.8; -15.90;  24.5;   10.4;eor
  1691;20030201;20030228;  10;   1;    2.6;  -1.6;   -5.3;    2.30;  4.72; 119.9;    12.7;  13.4; -13.70;  11.7;    7.3;eor
  1691;20030301;20030331;  10;   1;   11.2;   5.7;    0.9;    2.40;  4.56; 160.7;    26.6;  17.9;  -4.40;  14.5;    8.6;eor
  1691;20030401;20030430;  10;   1;   14.3;   8.5;    2.0;    2.60;  4.48; 215.4;    35.4;  22.6;  -7.50;  19.0;   22.0;eor
  1691;20030501;20030531;  10;   1;   19.7;  13.9;    7.9;    2.40;  5.28; 197.3;    54.6;  30.0;   1.10;  18.3;   21.1;eor
  1691;20030601;20030630;  10;   1;   25.0;  18.1;   10.6;    2.20;  4.56; 296.2;    47.7;  30.1;   5.80;  20.3;   17.3;eor
  1691;20030701;20030731;  10;   1;   25.0;  18.7;   12.2;    2.20;  4.96; 214.9;    46.9;  33.5;   5.80;  17.7;    7.5;eor
  1691;20030801;20030831;  10;   1;   27.9;  20.3;   11.7;    2.30;  3.76; 282.6;    11.1;  36.4;   5.90;  17.0;    5.6;eor
  1691;20030901;20030930;  10;   1;   20.6;  13.5;    6.5;    2.10;  4.72; 184.1;    45.1;  30.1;   0.50;  17.3;   14.7;eor
  1691;20031001;20031031;  10;   1;   10.1;   5.7;    1.2;    2.30;  5.92;  85.2;    49.1;  17.4;  -7.20;  16.4;    8.6;eor
  1691;20031101;20031130;  10;   1;    9.9;   7.0;    3.8;    2.60;  6.08;  76.6;    30.2;  15.9;  -3.90;  21.0;   11.7;eor
  1691;20031201;20031231;  10;   1;    5.1;   2.0;   -1.1;    2.60;  5.68;  67.5;    44.4;  11.2; -10.60;  24.0;   23.8;eor
  1691;20040101;20040131;  10;   1;    3.3;   1.1;   -1.3;    2.80;  7.20;  24.6;    57.5;  10.2;  -7.40;  21.2;    9.2;eor
  1691;20040201;20040229;  10;   1;    5.8;   3.2;    0.3;    2.90;  6.40;  59.6;    47.9;  14.3; -10.30;  24.5;   12.1;eor
  1691;20040301;20040331;  10;   1;    8.8;   4.5;    0.3;    2.70;  5.52; 130.9;    26.5;  21.4;  -5.20;  28.9;    7.2;eor
  1691;20040401;20040430;  10;   1;   14.6;   9.1;    2.8;    2.30;  5.52; 169.2;    33.0;  22.3;  -3.50;  17.0;   11.3;eor
  1691;20040501;20040531;  10;   1;   15.9;  11.0;    5.1;    2.10;  5.84; 152.7;    88.3;  22.6;  -1.10;  15.6;   29.6;eor
  1691;20040601;20040630;  10;   1;   20.4;  14.9;    9.0;    2.30;  5.60; 171.9;    63.0;  28.8;   2.60;  20.8;   11.1;eor
  1691;20040701;20040731;  10;   1;   21.9;  16.1;   10.1;    2.10;  5.12; 185.4;    93.2;  29.1;   5.70;  25.5;   36.4;eor
  1691;20040801;20040831;  10;   1;   24.8;  18.5;   12.5;    2.50;  4.64; 230.1;    85.0;  31.5;   5.50;  17.7;   19.3;eor
  1691;20040901;20040930;  10;   1;   19.6;  13.9;    8.3;    2.50;  5.12; 175.8;    47.4;  26.9;   1.80;  19.9;    9.6;eor
  1691;20041001;20041031;  10;   1;   14.5;  10.3;    6.0;    2.50;  5.44; 118.5;    29.5;  23.0;   0.10;  16.5;    8.8;eor
  1691;20041101;20041130;  10;   1;    7.2;   4.7;    2.0;    2.30;  6.72;  36.0;    75.6;  13.3;  -4.40;  19.1;   31.3;eor
  1691;20041201;20041231;  10;   1;    3.8;   1.2;   -1.6;    2.10;  5.76;  57.5;    27.2;   9.8;  -8.20;  18.7;    8.3;eor
  1691;20050101;20050131;  10;   1;    5.2;   2.9;    0.3;    3.20;  6.00;  53.9;    76.3;  12.2;  -9.90;  24.1;   33.4;eor
  1691;20050201;20050228;  10;   1;    2.2;  -0.3;   -3.2;    2.60;  6.00;  66.5;    35.9;  11.5; -17.20;  23.2;   10.7;eor
  1691;20050301;20050331;  10;   1;    8.7;   4.6;    0.7;    2.70;  5.84; 124.6;    27.2;  19.2;  -8.70;  15.7;    8.5;eor
  1691;20050401;20050430;  10;   1;   15.0;   9.3;    2.9;    2.20;  5.12; 180.6;    34.3;  20.6;  -2.90;  15.9;    8.9;eor
  1691;20050501;20050531;  10;   1;   17.8;  12.2;    6.0;    2.20;  5.60; 196.3;    82.5;  31.5;  -1.20;  19.1;   16.4;eor
  1691;20050601;20050630;  10;   1;   21.2;  15.1;    8.4;    2.00;  5.12; 238.9;    49.5;  30.7;   2.80;  18.6;   16.3;eor
  1691;20050701;20050731;  10;   1;   24.1;  17.9;   11.9;    2.20;  5.44; 203.0;    70.1;  31.9;   6.70;  19.4;   13.3;eor
  1691;20050801;20050831;  10;   1;   21.5;  15.9;   10.5;    2.30;  5.28; 158.3;    63.0;  30.1;   6.40;  15.9;   15.8;eor
  1691;20050901;20050930;  10;   1;   21.8;  15.1;    8.9;    1.90;  4.24; 212.5;    35.3;  31.2;   1.00;  13.1;    8.0;eor
  1691;20051001;20051031;  10;   1;   16.7;  11.1;    6.5;    2.20;  4.08; 178.1;    32.3;  21.0;  -1.30;  17.4;   11.5;eor
  1691;20051101;20051130;  10;   1;    7.8;   5.2;    2.3;    2.30;  6.48;  62.8;    30.7;  17.0;  -2.30;  16.6;    9.5;eor
  1691;20051201;20051231;  10;   1;    3.9;   1.8;   -0.7;    2.50;  6.80;  26.7;    47.7;   8.3;  -6.30;  28.8;   10.5;eor
  1691;20060101;20060131;  10;   1;    0.9;  -2.6;   -6.2;    2.20;  5.20;  96.6;    14.7;   6.2; -17.20;  16.9;    5.9;eor
  1691;20060201;20060228;  10;   1;    2.5;  -0.2;   -3.0;    2.30;  6.64;  54.8;    37.2;   8.4; -13.20;  16.5;   12.6;eor
  1691;20060301;20060331;  10;   1;    5.6;   1.7;   -2.1;    2.50;  5.52; 128.2;    44.3;  18.4; -14.90;  18.1;   10.2;eor
  1691;20060401;20060430;  10;   1;   13.0;   8.1;    2.9;    2.30;  5.84; 134.3;    36.6;  22.5;  -3.00;  16.3;    5.4;eor
  1691;20060501;20060531;  10;   1;   18.7;  12.9;    6.5;    2.70;  4.88; 209.7;    64.6;  25.2;  -0.20;  31.9;   12.7;eor
  1691;20060601;20060630;  10;   1;   22.3;  16.3;    9.6;    2.10;  4.48; 255.9;    56.6;  30.5;   4.20;  22.6;   29.8;eor
  1691;20060701;20060731;  10;   1;   28.6;  21.1;   13.4;    2.00;  3.36; 333.1;    71.6;  35.0;   8.40;  15.6;   23.3;eor
  1691;20060801;20060831;  10;   1;   20.5;  15.6;   11.2;    2.30;  6.08; 121.7;    77.3;  26.6;   5.80;  17.1;   14.6;eor
  1691;20060901;20060930;  10;   1;   23.5;  17.0;   10.4;    2.30;  4.16; 219.7;     6.0;  27.8;   4.40;  14.4;    3.5;eor
  1691;20061001;20061031;  10;   1;   16.9;  12.7;    8.9;    2.60;  5.36; 117.2;    45.6;  22.7;   1.20;  20.9;   18.1;eor
  1691;20061101;20061130;  10;   1;   10.9;   7.7;    4.1;    2.80;  6.08;  62.8;    39.5;  18.0;  -4.40;  20.2;    8.5;eor
  1691;20061201;20061231;  10;   1;    7.6;   5.2;    2.9;    2.70;  6.64;  47.0;    31.4;  14.9;  -5.20;  22.8;    4.7;eor
  1691;20070101;20070131;  10;   1;    7.8;   5.3;    2.5;    3.60;  6.56;  36.4;    94.6;  14.0;  -9.40;  29.1;   26.7;eor
  1691;20070201;20070228;  10;   1;    7.2;   4.4;    1.4;    2.60;  6.64;  47.1;    50.7;  12.7;  -4.40;  19.6;    7.6;eor
  1691;20070301;20070331;  10;   1;   11.5;   6.5;    1.4;    2.70;  4.72; 153.8;    55.6;  17.9;  -2.50;  20.3;   20.4;eor
  1691;20070401;20070430;  10;   1;   17.7;  10.6;    2.3;    2.20;  3.60; 275.0;     3.1;  26.6;  -3.60;  16.5;    1.6;eor
  1691;20070501;20070531;  10;   1;   19.4;  13.8;    7.8;    2.40;  4.96; 214.9;   120.7;  28.8;  -1.40;  22.8;   32.1;eor
  1691;20070601;20070630;  10;   1;   22.6;  17.0;   11.9;    2.30;  5.44; 168.3;   127.9;  28.7;   5.90;  19.5;   19.8;eor
  1691;20070701;20070731;  10;   1;   22.6;  17.2;   11.8;    2.40;  5.76; 154.6;   102.6;  34.8;   7.90;  18.0;   19.2;eor
  1691;20070801;20070831;  10;   1;   22.1;  16.5;   11.0;    2.10;  4.88; 183.7;    95.1;  29.2;   3.80;  17.4;   39.6;eor
  1691;20070901;20070930;  10;   1;   17.3;  13.0;    8.7;    2.20;  5.36; 120.3;   126.5;  23.8;   3.70;  17.2;   35.9;eor
  1691;20071001;20071031;  10;   1;   12.8;   8.8;    5.1;    1.80;  5.44;  97.0;    23.5;  19.6;  -1.20;  15.3;   10.1;eor
  1691;20071101;20071130;  10;   1;    6.7;   4.6;    2.4;    2.50;  7.04;  21.7;    56.1;  13.6;  -2.50;  18.0;    8.5;eor
