1,100,0.16,0.16666666666666666
1,1100,0.14727272727272728,0.16666666666666666
1,2100,0.17761904761904762,0.16666666666666666
1,3100,0.1635483870967742,0.16666666666666666
1,4100,0.1626829268292683,0.16666666666666666
1,5100,0.1688235294117647,0.16666666666666666
1,6100,0.1659016393442623,0.16666666666666666
1,7100,0.15859154929577465,0.16666666666666666
1,8100,0.16407407407407407,0.16666666666666666
1,9100,0.17197802197802198,0.16666666666666666
1,10100,0.16386138613861387,0.16666666666666666
2,100,0.28,0.3055555555555556
2,1100,0.3054545454545455,0.3055555555555556
2,2100,0.3138095238095238,0.3055555555555556
2,3100,0.30032258064516126,0.3055555555555556
2,4100,0.31146341463414634,0.3055555555555556
2,5100,0.2923529411764706,0.3055555555555556
2,6100,0.3022950819672131,0.3055555555555556
2,7100,0.3084507042253521,0.3055555555555556
2,8100,0.3034567901234568,0.3055555555555556
2,9100,0.302967032967033,0.3055555555555556
2,10100,0.30415841584158415,0.3055555555555556
3,100,0.39,0.4212962962962964
3,1100,0.4263636363636364,0.4212962962962964
3,2100,0.4185714285714286,0.4212962962962964
3,3100,0.4264516129032258,0.4212962962962964
3,4100,0.42097560975609755,0.4212962962962964
3,5100,0.42745098039215684,0.4212962962962964
3,6100,0.42131147540983604,0.4212962962962964
3,7100,0.41661971830985917,0.4212962962962964
3,8100,0.4050617283950617,0.4212962962962964
3,9100,0.41912087912087914,0.4212962962962964
3,10100,0.42227722772277226,0.4212962962962964
4,100,0.44,0.5177469135802469
4,1100,0.5218181818181818,0.5177469135802469
4,2100,0.5152380952380953,0.5177469135802469
4,3100,0.5345161290322581,0.5177469135802469
4,4100,0.5187804878048781,0.5177469135802469
4,5100,0.5158823529411765,0.5177469135802469
4,6100,0.5195081967213114,0.5177469135802469
4,7100,0.5164788732394366,0.5177469135802469
4,8100,0.5088888888888888,0.5177469135802469
4,9100,0.5128571428571429,0.5177469135802469
4,10100,0.5156435643564357,0.5177469135802469
5,100,0.54,0.5981224279835391
5,1100,0.6118181818181818,0.5981224279835391
5,2100,0.6185714285714285,0.5981224279835391
5,3100,0.5938709677419355,0.5981224279835391
5,4100,0.5936585365853658,0.5981224279835391
5,5100,0.6082352941176471,0.5981224279835391
5,6100,0.6022950819672132,0.5981224279835391
5,7100,0.5990140845070423,0.5981224279835391
5,8100,0.5977777777777777,0.5981224279835391
5,9100,0.5894505494505494,0.5981224279835391
5,10100,0.5915841584158416,0.5981224279835391
